11:47:31.305 | 0d 4b 1b 94 1a 99 22 e2 1c d3 20 a9 23 84 21 d8  |  -94 CRC error
11:47:31.821 | 8d 4d 1b 9c 26 1e 22 fa 15 33 24 ea 1a 0a a1 ca  | -102 CRC error
11:47:40.034 | 0f 01 80 00 11 5d 1f 41 1b 45 25 6f 21 de 0f 7a  |  -92 CRC error
11:47:40.540 | 0f 02 00 18 14 20 17 30 25 19 1a 14 72 a8 23 8c  |  -95 CRC error
11:47:40.809 | 0f 03 01 25 19 e2 17 c2 a5 4e 5f 4c 27 ad 31 ab  |  -95 CRC error
11:47:41.062 | 0f 04 00 30 14 0a a3 fa 17 c2 22 1b 1c e4 25 ce  |  -98 CRC error
11:47:41.331 | 0f 05 00 2c 28 56 14 27 1e 24 17 07 1a 80 27 e4  | -100 CRC error
11:47:41.584 | 0f 06 00 48 2a 99 2b 6b 1e 29 1a 32 22 56 19 1f  |  -97 CRC error
11:47:42.105 | 0f 08 00 60 12 6d 12 10 22 7b 2c 67 11 d6 1f a4  |  -95 CRC error
11:47:42.364 | 0e 91 28 68 12 af 22 26 29 53 31 88 26 2d 1e 06  |  -96 CRC error
11:47:43.145 | 0f 0c 00 90 20 4f 20 cd 31 6b 1d d5 14 34 1f f0  |  -98 CRC error
11:47:43.664 | 0e 0e 00 a8 11 0e 25 a4 20 c1 23 31 21 d2 13 7a  | -101 CRC error
11:47:44.169 | 0f 10 00 c0 1b 9a 2c 71 21 2c 29 6f 16 f5 24 92  |  -96 CRC error
11:47:48.327 | 0f 20 01 80 24 0e 1d 94 23 52 1b ff ff ef 21 0a  |  -97 CRC error
11:47:48.848 | 0b 22 01 98 1a 6d 2d 6a 2c 16 2b 2d 1b 4a 20 f0  |  -96 CRC error
11:47:50.391 | 0f 28 01 a0 21 b3 1f c7 21 31 32 36 21 e6 1b 28  |  -96 CRC error
11:47:51.179 | 4e ab 52 14 15 b4 22 48 3a d5 25 94 1a 45 25 5a  | -100 CRC error
11:47:57.394 | 0f 43 03 24 18 24 13 41 14 a9 20 39 24 e7 20 24  |  -96 CRC error
11:47:58.174 | 0f 46 03 49 3f 67 19 9b 16 58 1b 0d 1e fd 2b 0a  | -101 CRC error
11:48:00.772 | 0b 50 03 c0 1e 56 20 e6 13 92 1d f4 1c d2 24 bd  |  -94 CRC error
11:48:01.023 | 0f 51 03 48 1c 04 30 58 28 07 1b 37 9c 84 1c 82  |  -97 CRC error
11:48:01.544 | 0f 53 2b e6 24 f2 18 56 28 49 0e b0 34 a9 1c 29  |  -98 CRC error
11:48:01.798 | 0b 54 23 d0 29 42 5d 55 65 be 1b bb 1b 87 5b 30  | -101 CRC error
11:48:02.064 | 0e 55 03 bc 9f 4b 22 a1 25 66 51 7e 29 14 17 2a  | -102 CRC error
11:48:07.767 | 0f 6b 05 04 26 2d 1b d4 1d 39 12 c0 13 32 1a d4  |  -97 CRC error
11:48:08.287 | 0f 6d 05 1c 23 03 1b bb 22 0e 2c 27 25 b0 13 d5  |  -99 CRC error
11:48:08.546 | 0f 6e 05 28 2f 2d 1a e1 1c 39 16 31 24 d7 21 01  |  -99 CRC error
11:48:09.836 | 0f 7b a5 64 28 be ab f5 15 45 25 55 22 88 3a 4a  |  -95 CRC error
11:48:12.434 | 29 d5 05 5c 22 c2 1a 45 10 92 a9 6a aa a8 55 40  |  -99 CRC error
11:48:12.943 | 8f 5f 0a d4 25 a3 26 51 22 89 55 2a 3d 56 aa e6  | -102 CRC error
11:48:14.237 | 0f 84 06 30 0f 52 32 00 18 1a 63 02 21 52 1e 64  |  -98 CRC error
11:48:14.765 | 0f 86 06 48 1d 72 96 35 24 ce 25 ba 22 d1 28 55  | -101 CRC error
11:48:16.054 | 0d 8b 16 84 2b 5a 60 cc 24 95 66 b9 19 c6 1d 0a  |  -92 CRC error
11:48:18.138 | 0a 93 06 e4 12 da 25 6f 14 43 28 57 27 46 29 79  |  -94 CRC error
11:48:18.642 | 0f 95 06 fd 27 ce 1a 4b 1a f2 1d 1b 1b 8c 18 0a  | -100 CRC error
11:48:19.177 | 0b 97 8a 94 22 9b 14 dc 20 e3 27 46 24 2b 22 ca  | -101 CRC error
11:48:19.430 | 0f 98 07 30 20 0a 22 a5 6a b2 1b c3 1e 97 2a 6a  |  -96 CRC error
11:48:20.203 | 0e 9b 05 44 22 74 17 eb 20 69 17 ac 14 d2 20 d2  |  -96 CRC error
11:48:20.471 | 0b 9c 05 50 1f 74 18 65 26 90 20 37 23 2a 24 99  |  -99 CRC error
11:48:21.245 | 05 97 05 66 21 51 26 b2 52 ac ac 98 18 ea a4 aa  |  -98 CRC error
11:48:22.021 | 2f b2 46 95 65 0c 1d b6 15 d5 2a aa 85 54 28 ad  |  -97 CRC error
11:48:22.541 | 0f a4 07 b1 1f 9c 27 08 22 bf 2e c2 1d 06 1e aa  |  -98 CRC error
11:48:26.688 | 0f b4 08 70 1e 14 11 95 1f 0c 24 ae 3d f5 77 ee  |  -98 CRC error
11:48:26.940 | 0f b5 2a 3c 9a 56 aa 4a 2c 10 2f 00 29 0d 1d 09  |  -97 CRC error
11:48:27.468 | 0b b7 08 94 55 42 a5 56 a5 84 1c 76 24 fa 20 bd  | -100 CRC error
11:48:28.235 | 0e aa a8 b8 28 64 5c d2 53 65 23 db 1a ac 21 56  |  -96 CRC error
11:48:28.505 | 0f bb 08 c4 14 56 16 6c a4 52 1e 23 a5 6d 1d ae  |  -96 CRC error
11:48:29.021 | 0f b5 08 dc 1f 13 1f b9 15 76 90 94 1e 2f 1b be  |  -98 CRC error
11:48:29.273 | 0f aa 08 e8 1e 99 1c 73 24 7b 1f 47 0c d5 2b f6  | -100 CRC error
11:48:29.543 | 0f bb 08 f4 15 6c 16 ee 1a d6 1b df 24 82 2c 22  |  -98 CRC error
11:48:31.866 | 0b 49 4d 6a fa b5 58 83 15 53 59 56 5a 8c 2c 56  |  -92 CRC error
11:48:32.902 | 0f cc 19 90 23 c6 96 a0 25 df eb 25 6a ff 7b 5c  | -100 CRC error
11:48:33.949 | 2e d0 0a c0 26 6c 1a a5 2d fc 11 7c 2d ea 29 bb  |  -97 CRC error
11:48:34.212 | 0a d1 09 4c 15 85 20 f9 29 24 19 5d 5c a9 a4 ba  |  -94 CRC error
11:48:46.389 | 0b 00 04 02 20 56 a5 4c 5e 26 95 2a 88 a9 15 34  |  -96 CRC error
11:48:47.684 | 0f 05 0c 3c 14 b3 11 39 11 5c 32 c3 14 7d 1e 47  |  -99 CRC error
11:48:48.456 | 0b 08 0c 60 28 4a 23 b8 16 23 28 45 14 0a 21 5e  |  -95 CRC error
11:48:48.976 | 0b 0a 0c 78 1f a9 1b 11 99 c1 14 f2 1f 7a 16 6f  |  -96 CRC error
11:48:49.748 | 0d 0d 0c 9c 1a 14 15 20 21 27 22 82 a8 dc 24 ac  |  -99 CRC error
11:48:50.017 | 0f 0a 0c a8 20 8d 2b f9 25 49 aa ec 24 24 61 1e  | -102 CRC error
11:48:50.539 | 0f 10 0c c0 25 a1 1d 94 23 40 2e 29 26 2f 28 04  |  -95 CRC error
11:48:51.044 | 0f 12 0c d8 1a 83 28 c0 14 51 21 6a a5 29 19 01  |  -97 CRC error
11:48:51.832 | 0f 1a 95 5c aa bd 75 75 24 fa 20 dd 0c 53 9c 32  |  -96 CRC error
11:48:53.910 | 0d 1d 0d 5c 1a d7 20 f5 24 c9 15 9e 15 39 09 f3  | -103 CRC error
